mu,gamma,d0,beta,alpha_mean,T_mean,amplitude_obs,amplitude_theo,erreur_relative
0.0,0.1,3.6,0.6,0.6474160907387937,-1.2948321814775874,0.7700252239245822,0.804621706604286,0.04299720277956462
0.0,0.1,3.8,0.2,0.7227193566498502,-1.4454387132997004,0.8207149299979992,0.8501290235310462,0.03459956397074219
0.0,0.1,3.8,0.4,0.5329795747538082,-1.0659591495076164,0.6870587510238293,0.730054501221524,0.058893890970817174
0.0,0.1,3.8,0.5,0.4762180355262507,-0.9524360710525014,0.6400433147877618,0.6900855276893225,0.07251595765110701
0.0,0.1,3.8,0.6,0.4333972091246659,-0.8667944182493318,0.6010982036151024,0.658329103962954,0.08693357167917667
0.0,0.2,3.2,0.2,1.9406152777846502,-3.8812305555693003,1.3831069725622633,1.3930596820612713,0.0071444961240147336
0.0,0.2,3.2,0.4,1.3888157285550922,-2.7776314571101843,1.1641052412599762,1.1784802622679313,0.012197931071235008
0.0,0.2,3.2,0.5,1.2187649103253828,-2.4375298206507656,1.0873263152408104,1.1039768613179277,0.015082332484070302
0.0,0.2,3.2,0.6,1.0875093782627547,-2.1750187565255095,1.0238728686303855,1.042837177253839,0.018185301633945588
0.0,0.2,3.4,0.2,1.5335554123635333,-3.0671108247270666,1.2255143393003634,1.2383680439851206,0.010379551335476531
0.0,0.2,3.4,0.4,1.1014594946211331,-2.2029189892422663,1.0308994146072115,1.0495044042885828,0.01772740505456282
0.0,0.2,3.4,0.5,0.9686930530946988,-1.9373861061893975,0.9626526957691272,0.9842220547695011,0.021915134796918718
0.0,0.2,3.4,0.6,0.8664388525246821,-1.7328777050493642,0.9062411689044682,0.9308269723878236,0.02641286105008993
0.0,0.2,3.6,0.2,1.127257862477744,-2.254515724955488,1.0437409423918311,1.0617240048514227,0.016937605608821217
0.0,0.2,3.6,0.4,0.81552689294075,-1.6310537858815,0.8769495183082493,0.9030652761239079,0.028919014501090468
0.0,0.2,3.6,0.5,0.7203597020435495,-1.440719404087099,0.818422782888147,0.8487400674196721,0.03572034088563222
0.0,0.2,3.6,0.6,0.6474160907387937,-1.2948321814775874,0.7700252239245822,0.804621706604286,0.04299720277956462
0.0,0.2,3.8,0.2,0.7227193566498502,-1.4454387132997004,0.8207149299979992,0.8501290235310462,0.03459956397074219
0.0,0.2,3.8,0.4,0.5329795747538082,-1.0659591495076164,0.6870587510238293,0.730054501221524,0.058893890970817174
0.0,0.2,3.8,0.5,0.4762180355262507,-0.9524360710525014,0.6400433147877618,0.6900855276893225,0.07251595765110701
0.0,0.2,3.8,0.6,0.4333972091246659,-0.8667944182493318,0.6010982036151024,0.658329103962954,0.08693357167917667
0.0,0.3,3.2,0.2,1.9406152777846502,-3.8812305555693003,1.3831069725622633,1.3930596820612713,0.0071444961240147336
0.0,0.3,3.2,0.4,1.3888157285550922,-2.7776314571101843,1.1641052412599762,1.1784802622679313,0.012197931071235008
0.0,0.3,3.2,0.5,1.2187649103253828,-2.4375298206507656,1.0873263152408104,1.1039768613179277,0.015082332484070302
0.0,0.3,3.2,0.6,1.0875093782627547,-2.1750187565255095,1.0238728686303855,1.042837177253839,0.018185301633945588
0.0,0.3,3.4,0.2,1.5335554123635333,-3.0671108247270666,1.2255143393003634,1.2383680439851206,0.010379551335476531
0.0,0.3,3.4,0.4,1.1014594946211331,-2.2029189892422663,1.0308994146072115,1.0495044042885828,0.01772740505456282
0.0,0.3,3.4,0.5,0.9686930530946988,-1.9373861061893975,0.9626526957691272,0.9842220547695011,0.021915134796918718
0.0,0.3,3.4,0.6,0.8664388525246821,-1.7328777050493642,0.9062411689044682,0.9308269723878236,0.02641286105008993
0.0,0.3,3.6,0.2,1.127257862477744,-2.254515724955488,1.0437409423918311,1.0617240048514227,0.016937605608821217
0.0,0.3,3.6,0.4,0.81552689294075,-1.6310537858815,0.8769495183082493,0.9030652761239079,0.028919014501090468
0.0,0.3,3.6,0.5,0.7203597020435495,-1.440719404087099,0.818422782888147,0.8487400674196721,0.03572034088563222
0.0,0.3,3.6,0.6,0.6474160907387937,-1.2948321814775874,0.7700252239245822,0.804621706604286,0.04299720277956462
0.0,0.3,3.8,0.2,0.7227193566498502,-1.4454387132997004,0.8207149299979992,0.8501290235310462,0.03459956397074219
0.0,0.3,3.8,0.4,0.5329795747538082,-1.0659591495076164,0.6870587510238293,0.730054501221524,0.058893890970817174
0.0,0.3,3.8,0.5,0.4762180355262507,-0.9524360710525014,0.6400433147877618,0.6900855276893225,0.07251595765110701
0.0,0.3,3.8,0.6,0.4333972091246659,-0.8667944182493318,0.6010982036151024,0.658329103962954,0.08693357167917667
0.02,0.0,3.2,0.2,0.7619372722214268,-1.5238745444428536,0.8459213143166421,0.872890183368691,0.030896061802378836
0.02,0.0,3.2,0.4,0.663168806910228,-1.326337613820456,0.7820759829067704,0.8143517709873467,0.03963371755358753
0.02,0.0,3.2,0.5,0.6218142725715144,-1.243628545143029,0.7533799499437916,0.7885520100611718,0.04460334850284853
0.02,0.0,3.2,0.6,0.585749015793124,-1.171498031586248,0.727196463925978,0.7653424173486819,0.0498416820471679
0.02,0.0,3.4,0.2,0.5258464885484139,-1.0516929770968277,0.6835278937270702,0.7251527346348587,0.05740148098420694
0.02,0.0,3.4,0.4,0.4804279986451428,-0.9608559972902856,0.6454200150344764,0.6931291356198661,0.06883150358803393
0.02,0.0,3.4,0.5,0.45824518938819675,-0.9164903787763935,0.6255818412735543,0.6769380986384181,0.075865514835346
0.02,0.0,3.4,0.6,0.43804360845038903,-0.8760872169007781,0.606670043808822,0.6618486295599538,0.0833704011562564
0.02,0.0,3.6,0.2,0.32355232880838125,-0.6471046576167625,0.4807544323933307,0.5688166038437883,0.15481645728232246
0.02,0.0,3.6,0.4,0.32174031469259523,-0.6434806293851905,0.4795352487050961,0.5672215746007861,0.1545891937509679
0.02,0.0,3.6,0.5,0.3162142716206513,-0.6324285432413026,0.47114836312183306,0.5623293266588995,0.1621486897701414
0.02,0.0,3.6,0.6,0.3101830496520363,-0.6203660993040726,0.46135571999825437,0.556940795463967,0.17162520010063947
0.02,0.0,3.8,0.2,0.15738174105424124,-0.3147634821084825,0.2754820994972315,0.3967136764144151,0.30558960813476627
0.02,0.0,3.8,0.4,0.18494079097652555,-0.3698815819530511,0.29173086809711224,0.43004742875237095,0.32163094442056034
0.02,0.0,3.8,0.5,0.1929262455015333,-0.3858524910030666,0.29215233534702034,0.43923370260208094,0.3348590201155565
0.02,0.0,3.8,0.6,0.19880743948898255,-0.3976148789779651,0.2905249322108615,0.4458782787813088,0.34842097936473804
0.02,0.1,3.2,0.2,1.8605941554515943,-3.7211883109031887,1.3536157410505398,1.3640359802628355,0.007639270050844078
0.02,0.1,3.2,0.4,1.3410540052555333,-2.6821080105110666,1.1430927176173682,1.1580388617207686,0.012906427061688996
0.02,0.1,3.2,0.5,1.1798686514835623,-2.3597373029671247,1.0689477444472772,1.0862175893823312,0.015899065807684316
0.02,0.1,3.2,0.6,1.0550739477572852,-2.1101478955145705,1.007538056637443,1.0271679257829682,0.019110671831543198
0.02,0.1,3.4,0.2,1.462886289384932,-2.925772578769864,1.1959634172030837,1.2094983627045273,0.011190544707459038
0.02,0.1,3.4,0.4,1.059373276953323,-2.118746553906646,1.0098193759283585,1.029258605479363,0.018886633007018754
0.02,0.1,3.4,0.5,0.9344697702612188,-1.8689395405224376,0.9442049608638372,0.9666797661383105,0.023249483501920812
0.02,0.1,3.4,0.6,0.8379494350436383,-1.6758988700872766,0.8898361875327839,0.9153957805472114,0.027921903899478615
0.02,0.1,3.6,0.2,1.0673955442281158,-2.1347910884562316,1.0140484142266355,1.0331483650609508,0.018487132613512345
0.02,0.1,3.6,0.4,0.7800517205464232,-1.5601034410928465,0.8557166314274379,0.8832053671408611,0.031123832277435655
0.02,0.1,3.6,0.5,0.6916069330465597,-1.3832138660931195,0.7998196107730899,0.8316290838147495,0.03824959186822446
0.02,0.1,3.6,0.6,0.6235723123684457,-1.2471446247368914,0.7534630261412918,0.7896659498600948,0.04584587156786618
0.02,0.1,3.8,0.2,0.6761995485719281,-1.3523990971438562,0.7905698651494536,0.8223135342264094,0.038602878045560354
0.02,0.1,3.8,0.4,0.505847056071578,-1.011694112143156,0.6653443666570995,0.7112292570413411,0.06451490842083635
0.02,0.1,3.8,0.5,0.45446577709607927,-0.9089315541921585,0.6209478071365786,0.67414076949557,0.07890482932636364
0.02,0.1,3.8,0.6,0.4155943716713712,-0.8311887433427424,0.5840333446219946,0.6446660931609256,0.09405295110471312
0.02,0.2,3.2,0.2,1.9001777547317524,-3.800355509463505,1.3682851148901995,1.3784693521191367,0.00738807664695685
0.02,0.2,3.2,0.4,1.3647221123681441,-2.7294442247362882,1.1535548865491736,1.1682132135736798,0.012547646999869938
0.02,0.2,3.2,0.5,1.1991555911795617,-2.3983111823591234,1.0781016979272644,1.0950596290520265,0.015485851797351208
0.02,0.2,3.2,0.6,1.071165588598583,-2.142331177197166,1.015676481601455,1.0349712984419341,0.018642852096020412
0.02,0.2,3.4,0.2,1.4978029913323385,-2.995605982664677,1.2106569372229745,1.2238476176927986,0.010778041546292496
0.02,0.2,3.4,0.4,1.0802096436707138,-2.1604192873414276,1.0203129255424344,1.0393313445050687,0.018298706243378954
0.02,0.2,3.4,0.5,0.9514253575390219,-1.9028507150780438,0.9533919817202595,0.9754103534097954,0.022573444717461817
0.02,0.2,3.4,0.6,0.8520725513572777,-1.7041451027145553,0.8980087885893198,0.9230777601899407,0.027158027938472402
0.02,0.2,3.6,0.2,1.0969226248316863,-2.1938452496633727,1.0288062625720549,1.0473407396027743,0.017696702066367632
0.02,0.2,3.6,0.4,0.7975917875175894,-1.5951835750351788,0.8662848709163891,0.8930799446396663,0.030002995682641115
0.02,0.2,3.6,0.5,0.7058351792018687,-1.4116703584037373,0.8090838272595525,0.8401399759575,0.03696544574319662
0.02,0.2,3.6,0.6,0.6353795439334566,-1.2707590878669133,0.7617145562091272,0.7971069839949069,0.0444011011023908
0.02,0.2,3.8,0.2,0.6990801270391191,-1.3981602540782383,0.8055514256303489,0.8361101165750353,0.036548643939226876
0.02,0.2,3.8,0.4,0.5192320399018029,-1.0384640798036058,0.6761585431845153,0.7205775738265817,0.06164364845020359
0.02,0.2,3.8,0.5,0.46520744636710626,-0.9304148927342125,0.6304653877831518,0.6820611749448184,0.07564686139163543
0.02,0.2,3.8,0.6,0.4243927999868315,-0.848785599973663,0.592544841753131,0.6514543729125098,0.09042771621289022
0.02,0.3,3.2,0.2,1.9135532293631101,-3.8271064587262202,1.3732056716493737,1.3833124120613933,0.007306187903684545
0.02,0.3,3.2,0.4,1.372701176981476,-2.745402353962952,1.1570596970137113,1.171623308483352,0.012430284857078483
0.02,0.3,3.2,0.5,1.2056524051845883,-2.4113048103691765,1.0811668343152978,1.098022042212536,0.015350518704774434
0.02,0.3,3.2,0.6,1.0765824564518882,-2.1531649129037764,1.0184005113855756,1.0375849152970027,0.018489478430722593
0.02,0.3,3.4,0.2,1.5096200352939215,-3.019240070587843,1.215588123150043,1.2286659575710241,0.01064392997982548
0.02,0.3,3.4,0.4,1.0872430157270652,-2.1744860314541303,1.0238293044252016,1.0427094589227937,0.018106821930144228
0.02,0.3,3.4,0.5,0.9571435669055093,-1.9142871338110186,0.9564688667854373,0.9783371437830157,0.022352495902402913
0.02,0.3,3.4,0.6,0.8568319770634475,-1.713663954126895,0.9007446681589748,0.9256521901143255,0.02690807867291326
0.02,0.3,3.6,0.2,1.1069386060004744,-2.213877212000949,1.033761857550887,1.0521114988443356,0.017440776299474364
0.02,0.3,3.6,0.4,0.8035235348016837,-1.6070470696033674,0.8698270215659065,0.8963947427342954,0.02963841698507592
0.02,0.3,3.6,0.5,0.7106419005749701,-1.4212838011499402,0.8121867862409258,0.8429957891798572,0.036547042505283685
0.02,0.3,3.6,0.6,0.6393650017028705,-1.278730003405741,0.7644767168436826,0.7996030275723514,0.04392968700395574
0.02,0.3,3.8,0.2,0.7068720675347997,-1.4137441350695994,0.8105831337178793,0.840756842098118,0.03588874555565896
0.02,0.3,3.8,0.4,0.5237736290605068,-1.0475472581210137,0.6797808713481281,0.723722066169401,0.06071556592691706
0.02,0.3,3.8,0.5,0.4688478833298844,-0.9376957666597688,0.633650150963656,0.6847246770271131,0.07459133251222781
0.02,0.3,3.8,0.6,0.42737205121277316,-0.8547441024255463,0.5953904104138455,0.6537369893258091,0.08925084531645625
0.05,0.0,3.2,0.2,0.06583932068962699,-0.13167864137925397,0.19303504277259773,0.2565917393246068,0.2476958015846541
0.05,0.0,3.2,0.4,0.12618571008286678,-0.25237142016573355,0.20684192143557395,0.35522628011292573,0.4177178519285811
0.05,0.0,3.2,0.5,0.1448078813436812,-0.2896157626873624,0.24520973257662826,0.3805363075235807,0.35562066554862615
0.05,0.0,3.2,0.6,0.1657367075410648,-0.3314734150821296,0.2709372040265747,0.4071077345630574,0.334482789138439
0.05,0.0,3.4,0.2,0.05159420559072137,-0.10318841118144274,0.18756104818915603,0.22714357924168002,0.1742621613372056
0.05,0.0,3.4,0.4,0.08749524397354569,-0.17499048794709138,0.19109247937859958,0.2957959498937497,0.3539719544934937
0.05,0.0,3.4,0.5,0.11227109596911251,-0.22454219193822503,0.18917794445390854,0.3350687928905235,0.435405658575556
0.05,0.0,3.4,0.6,0.14113967677896117,-0.28227935355792233,0.17284059484276443,0.37568560895908854,0.5399328834509962
0.05,0.0,3.6,0.2,0.9445779082469812,-1.8891558164939624,0.9718211329267945,0.9718939799417328,7.4953664125615e-05
0.05,0.0,3.6,0.4,0.5185347063895653,-1.0370694127791307,0.7229836746276277,0.7200935400276587,0.004013554405526257
0.05,0.0,3.6,0.5,0.44088571290512557,-0.8817714258102511,0.6681186609313613,0.6639922536484334,0.006214541299622942
0.05,0.0,3.6,0.6,0.38234868167020725,-0.7646973633404145,0.6233925302124526,0.6183434981223682,0.008165416318625461
0.05,0.0,3.8,0.2,0.8011190695700322,-1.6022381391400644,0.8943297906951573,0.8950525512896057,0.0008075063228489312
0.05,0.0,3.8,0.4,0.5347142617305375,-1.069428523461075,0.7342983855757691,0.7312415891690909,0.0041802824838664526
0.05,0.0,3.8,0.5,0.46020671882663045,-0.9204134376532609,0.6827764233647543,0.6783853763360693,0.006472791398306431
0.05,0.0,3.8,0.6,0.4042235993798594,-0.8084471987597188,0.6412384449676438,0.6357858125028109,0.008576209719698418
0.05,0.1,3.2,0.2,1.7469229984965482,-3.4938459969930964,1.3105496590680663,1.3217121466100508,0.008445475492234969
0.05,0.1,3.2,0.4,1.2726500841809298,-2.5453001683618597,1.112272694172328,1.1281179389500593,0.014045734254060787
0.05,0.1,3.2,0.5,1.1240057865055706,-2.248011573011141,1.0419495231692877,1.0601913914504166,0.017206202982060423
0.05,0.1,3.2,0.6,1.0083844827739652,-2.0167689655479304,0.9835116015532019,1.0041834905902234,0.020585768667508404
0.05,0.1,3.4,0.2,1.3632314869557902,-2.7264629739115804,1.1529513100769482,1.1675750455348857,0.012524878391211346
0.05,0.1,3.4,0.4,0.9994856404387944,-1.9989712808775888,0.9789826849470755,0.9997427871401696,0.020765443332159208
0.05,0.1,3.4,0.5,0.8856223809695352,-1.7712447619390703,0.9171715019430939,0.9410751197271848,0.02540032913740243
0.05,0.1,3.4,0.6,0.7971868834304475,-1.594373766860895,0.8657612936307657,0.8928532261410312,0.0303430975182322
0.05,0.1,3.6,0.2,0.9839466029043092,-1.9678932058086185,0.9710369354722634,0.9919408263118871,0.021073727671181673
0.05,0.1,3.6,0.4,0.730096865877959,-1.460193731755918,0.8247748056848175,0.8544570591188061,0.034738145255186495
0.05,0.1,3.6,0.5,0.6509857740214857,-1.3019715480429714,0.7726528108340149,0.8068368943110409,0.042368022233559094
0.05,0.1,3.6,0.6,0.5898014455087576,-1.1796028910175151,0.729234433407421,0.7679853159460521,0.050457843052500784
0.05,0.1,3.8,0.2,0.6128201061505287,-1.2256402123010575,0.7472323559945344,0.7828282737296404,0.04547091479656936
0.05,0.1,3.8,0.4,0.46850039627930795,-0.9370007925586159,0.6338731588297661,0.6844708878245356,0.073922397423775
0.05,0.1,3.8,0.5,0.42445008585273125,-0.8489001717054625,0.5931907146077584,0.6514983391020511,0.08949773314028261
0.05,0.1,3.8,0.6,0.3909984368315415,-0.781996873663083,0.5591658597519561,0.625298678098348,0.1057619673009935
0.05,0.2,3.2,0.2,1.841144144259857,-3.682288288519714,1.3463460342871896,1.3568876682540294,0.007768980596901022
0.05,0.2,3.2,0.4,1.32940543852127,-2.65881087704254,1.1379046756552718,1.1529984555589265,0.013090893427379261
0.05,0.2,3.2,0.5,1.1703721277255419,-2.3407442554510838,1.0644077091787574,1.0818373850655845,0.016111179117525548
0.05,0.2,3.2,0.6,1.0471484179803374,-2.094296835960675,1.0035012962367078,1.023302701052009,0.019350486219712262
0.05,0.2,3.4,0.2,1.4457980952967695,-2.891596190593539,1.1887008166218829,1.2024134460728428,0.011404254913936858
0.05,0.2,3.4,0.4,1.0491611258913671,-2.0983222517827342,1.004629929229791,1.0242856661553783,0.019189702223759843
0.05,0.2,3.4,0.5,0.9261571086784327,-1.8523142173568654,0.9396612035612061,0.9623705672340737,0.023597317339136857
0.05,0.2,3.4,0.6,0.8310245571315101,-1.6620491142630203,0.8857940190631653,0.9116054832719636,0.028314292402185727
0.05,0.2,3.6,0.2,1.0530484097372323,-2.1060968194744647,1.006788341417443,1.0261814701782683,0.018898342373553433
0.05,0.2,3.6,0.4,0.7715220931125255,-1.543044186225051,0.850516267183769,0.8783633036008082,0.03170332401511029
0.05,0.2,3.6,0.5,0.684688738986621,-1.369377477973242,0.795261165747001,0.8274592068414134,0.038911937686111564
0.05,0.2,3.6,0.6,0.6178334595094777,-1.2356669190189553,0.7494033610869736,0.7860238288432977,0.04658951346324233
0.05,0.2,3.8,0.2,0.6652743376340513,-1.3305486752681026,0.7832819934608416,0.8156435113663636,0.03967605633410861
0.05,0.2,3.8,0.4,0.4994715488390708,-0.9989430976781416,0.6600876690409052,0.7067330110013759,0.06600136293956113
0.05,0.2,3.8,0.5,0.4493609805409209,-0.8987219610818418,0.6163240250421008,0.6703439270560455,0.08058535303091996
0.05,0.2,3.8,0.6,0.4114252501454757,-0.8228505002909514,0.5799009974305754,0.6414243916047127,0.09591682976105455
0.05,0.3,3.2,0.2,1.8736865993125393,-3.7473731986250787,1.3584844464155659,1.368826723625945,0.007555578096096092
0.05,0.3,3.2,0.4,1.3488977713092687,-2.6977955426185374,1.1465694181187576,1.1614205832984315,0.012787069037037914
0.05,0.3,3.2,0.5,1.1862655524117984,-2.372531104823597,1.07199123770732,1.089158185210853,0.015761665969768742
0.05,0.3,3.2,0.6,1.0604149017503415,-2.120829803500683,1.0102451227582228,1.0297644884877035,0.01895517465177558
0.05,0.3,3.4,0.2,1.4744444483384167,-2.9488888966768334,1.2008456878362153,1.2142670416092238,0.011053049546022216
0.05,0.3,3.4,0.4,1.0662880863748614,-2.1325761727497228,1.0133117214204244,1.0326122633277515,0.018690986532668274
0.05,0.3,3.4,0.5,0.940102664714428,-1.880205329428856,0.9472644846889027,0.9695889153215542,0.02302463474971543
0.05,0.3,3.4,0.6,0.8426459453188231,-1.6852918906376462,0.8925594872124634,0.9179574855726288,0.027667946238623422
0.05,0.3,3.6,0.2,1.0771902128193769,-2.1543804256387538,1.0189642453780265,1.0378777446401752,0.01822324388380239
0.05,0.3,3.6,0.4,0.7858916404218682,-1.5717832808437364,0.8592449705414402,0.8865052963304101,0.030750324788595112
0.05,0.3,3.6,0.5,0.6963519364203893,-1.3927038728407786,0.8029155254002734,0.834477043674893,0.03782191315368967
0.05,0.3,3.6,0.6,0.6275161010655441,-1.2550322021310882,0.7562229072252361,0.7921591387250065,0.04536491437517265
0.05,0.3,3.8,0.2,0.6838438242395187,-1.3676876484790375,0.7955976027877757,0.826948501564347,0.037911549168133746
0.05,0.3,3.8,0.4,0.5103507424744758,-1.0207014849489515,0.6689887947405768,0.7143883694983253,0.06355027138757877
0.05,0.3,3.8,0.5,0.4580926397101149,-0.9161852794202298,0.6241611594946088,0.6768254130203112,0.07781069166816575
0.05,0.3,3.8,0.6,0.4185757218571975,-0.837151443714395,0.5869119801583772,0.646974282222406,0.09283568715855328
0.08,0.0,3.2,0.2,1.7696901722028233,-3.5393803444056466,1.3251689033901923,1.330297024052457,0.003854868927424159
0.08,0.0,3.2,0.4,0.8872732851327436,-1.7745465702654872,0.9407099004915415,0.9419518486274888,0.0013184836759511547
0.08,0.0,3.2,0.5,0.7191263498839495,-1.438252699767899,0.8484086790140282,0.8480131778952197,0.00046638558116528635
0.08,0.0,3.2,0.6,0.6027687205623882,-1.2055374411247763,0.7781542937859142,0.7763818136473756,0.0022830005898922716
0.08,0.0,3.4,0.2,1.6004393674429007,-3.2008787348858014,1.2595616521164743,1.2650847273771433,0.00436577498814627
0.08,0.0,3.4,0.4,1.0571317614924085,-2.114263522984817,1.0274349257132753,1.0281691307817058,0.0007140897800270109
0.08,0.0,3.4,0.5,0.9006920279235285,-1.801384055847057,0.9500375848870698,0.9490479587057382,0.001042756767193496
0.08,0.0,3.4,0.6,0.7721623271955121,-1.5443246543910243,0.8811643601624096,0.8787276752188429,0.0027729693877684035
0.08,0.0,3.6,0.2,1.5842169285093486,-3.168433857018697,1.2530899547960872,1.258656795361368,0.0044228423393865846
0.08,0.0,3.6,0.4,0.9154290056227605,-1.830858011245521,0.9556514136457347,0.9567805420381209,0.0011801331055300937
0.08,0.0,3.6,0.5,0.7653634111209451,-1.5307268222418902,0.8754687955475268,0.8748505078703133,0.0007067352326497785
0.08,0.0,3.6,0.6,0.6607974002060323,-1.3215948004120646,0.8150093332618263,0.8128944582207658,0.002601660055217405
0.08,0.0,3.8,0.2,1.8187579198250614,-3.637515839650123,1.3435821527325238,1.3486133322138936,0.0037306315762951512
0.08,0.0,3.8,0.4,0.964647585715381,-1.929295171430762,0.9812016409136946,0.982164744691735,0.0009805929028156198
0.08,0.0,3.8,0.5,0.7607622350439238,-1.5215244700878476,0.8728157724029781,0.8722168509286689,0.0006866657915077007
0.08,0.0,3.8,0.6,0.6218452794591428,-1.2436905589182856,0.7904749233255203,0.7885716704644815,0.002413544554444513
0.08,0.1,3.2,0.2,1.6405521935456107,-3.2811043870912213,1.2688843409647659,1.2808404246999743,0.009334561514959218
0.08,0.1,3.2,0.4,1.2079915639958303,-2.4159831279916606,1.0822894892167685,1.0990866953956955,0.01528287645487295
0.08,0.1,3.2,0.5,1.0710203426134381,-2.1420406852268763,1.015633674740179,1.0349011269746682,0.0186176744157326
0.08,0.1,3.2,0.6,0.9639770046972908,-1.9279540093945815,0.960055191724302,0.9818233062508196,0.02217111204015019
0.08,0.1,3.4,0.2,1.2708227538212666,-2.5416455076425333,1.1115108680794865,1.1273077458357441,0.014012923990464006
0.08,0.1,3.4,0.4,0.9433301475565272,-1.8866602951130544,0.9490838631491072,0.9712518455871922,0.02282413417158851
0.08,0.1,3.4,0.5,0.839647712152052,-1.679295424304104,0.8909023094144041,0.916322930059077,0.027741988998391608
0.08,0.1,3.4,0.6,0.7587070614962239,-1.5174141229924478,0.8423244007485391,0.8710379219621979,0.03296472000779883
0.08,0.1,3.6,0.2,0.9076798299096408,-1.8153596598192816,0.9298507143630147,0.9527223257117683,0.024006586947216198
0.08,0.1,3.6,0.4,0.6838697280926507,-1.3677394561853013,0.7949191488567111,0.8269641637293909,0.038750185652743595
0.08,0.1,3.6,0.5,0.6132453970079992,-1.2264907940159984,0.7463696211071313,0.7830998640071387,0.046903651230454736
0.08,0.1,3.6,0.6,0.558329431627038,-1.116658863254076,0.7057420801010028,0.7472144482188751,0.05550263142894168
0.08,0.1,3.8,0.2,0.556599928888476,-1.113199857776952,0.7061335100736612,0.7460562504854952,0.05351170288547853
0.08,0.1,3.8,0.4,0.43496744855172065,-0.8699348971034413,0.603712342110174,0.6595206202627183,0.0846194591009349
0.08,0.1,3.8,0.5,0.39742784097938944,-0.7948556819587789,0.5664879449091941,0.6304187822228883,0.10141010882999212
0.08,0.1,3.8,0.6,0.36883423280870486,-0.7376684656174097,0.5351653209552202,0.6073172423113845,0.11880433541053738
0.08,0.2,3.2,0.2,1.7840159435431553,-3.5680318870863106,1.3247591577047397,1.3356705969449036,0.008169259146021322
0.08,0.2,3.2,0.4,1.2950595457239278,-2.5901190914478556,1.12246475366576,1.1380068302624233,0.013657278834679237
